# nom alti lat lon
vernet-att   368     46.10101581054151    3.454180955886841
pdd-taille   903     45.77318067652635    2.9852771759033208
pdd-ceyssat  1011    45.76425978657644    2.9472541809082036
pdd-laschamp 939     45.747387022763235   2.972681522369385
loge-des-ga  679     46.0088557825459     3.7651669979095463
corent-sud   362     45.64608830455222    3.1817007064819336
512-attero   543     45.63440145501449    3.1270051002502446
st-rom-vey   336     45.678623107627864   3.208093643188477
st-rom-mar   334     45.66970959739433    3.222298622131348
